,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
2995,10900,70382431,2350,3.0,1,1200,3,2.0,111,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Prospect Park,Brooklyn
3001,3804,78923670,2550,1.0,1,650,4,3.0,11,0,1,1,1,1,1,0,1,Clinton Hill,Northwest Brooklyn,Brooklyn
3002,1165,88520811,3490,1.0,1,578,1,26.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3007,5918,10574372,2891,1.0,1,665,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3015,11260,25024137,2685,1.0,1,800,3,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3024,4614,84546285,4200,3.0,2,1000,2,3.0,10,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3025,2564,296567,2000,3.0,2,1200,13,7.0,50,0,0,0,0,0,0,0,0,East Flatbush,South Brooklyn,Brooklyn
3036,8148,59637822,4500,2.0,2,1000,8,2.0,117,0,0,0,0,0,0,0,0,Columbia St Waterfront District,Northwest Brooklyn,Brooklyn
3042,6902,27661112,2950,2.0,2,870,8,1.0,12,0,0,0,0,0,0,0,0,Greenwood,South Brooklyn,Brooklyn
3057,9164,62009406,4354,1.0,1,924,3,7.0,7,1,1,0,1,1,0,1,1,DUMBO,Northwest Brooklyn,Brooklyn
3058,4863,36761941,3300,1.0,1,735,8,1.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3064,8634,48645350,3695,1.0,1,813,5,8.0,6,0,0,0,0,0,0,0,1,Williamsburg,North Brooklyn,Brooklyn
3068,10591,11541060,5195,3.0,1,950,5,3.0,89,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3070,5029,88520811,3595,1.0,1,706,1,30.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3071,5485,96767093,3200,1.0,1,815,6,6.0,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3074,5744,70136198,2995,2.0,1,850,2,2.0,11,1,0,0,0,0,1,0,0,Bushwick,East Brooklyn,Brooklyn
3075,8955,52414611,2850,1.0,1,800,2,4.0,86,0,0,0,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
3076,6286,11290383,2075,2.0,1,1146,11,2.0,55,1,0,0,0,0,0,0,0,Sheepshead Bay,South Brooklyn,Brooklyn
3082,796,31045636,1725,1.0,1,650,2,3.0,88,1,0,0,0,0,0,0,0,Ocean Parkway,South Brooklyn,Brooklyn
3103,7316,80015475,2200,1.0,1,400,6,4.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3115,2909,71416926,1550,1.0,1,725,2,2.0,92,0,0,0,0,0,0,0,0,Sheepshead Bay,South Brooklyn,Brooklyn
3117,8021,1828100,2750,1.0,1,650,4,4.0,96,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3118,6944,25535458,2500,1.0,1,1000,2,1.0,96,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
3125,4302,4062336,4050,1.0,1,805,3,2.0,116,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3126,770,78677359,3200,2.0,1,1000,5,3.0,58,0,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3149,3234,24224693,2800,3.0,1,1000,1,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3150,5018,40234462,2495,2.0,1,900,5,7.0,57,0,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
3151,7610,82658811,2665,0.0,1,503,1,33.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3152,4499,91024449,4500,5.0,2,1600,6,1.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3155,7661,93684714,3825,2.0,1,822,1,18.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3156,7880,36761941,3400,1.0,1,717,8,4.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3158,7447,50551718,2745,1.0,1,750,10,7.0,3,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
3161,9337,88377790,9495,2.0,2,2000,1,22.0,10,0,0,1,1,1,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3164,8304,14014076,2550,1.0,1,700,9,2.0,96,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
3165,5793,90580778,2395,3.0,1,950,4,3.0,109,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3170,6625,36215714,2300,0.0,1,500,13,2.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
3173,5014,99155070,4750,2.0,1,1200,2,1.0,10,0,0,0,0,1,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
3175,10947,63775229,2500,3.0,1,1200,3,4.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3179,10927,81810691,3525,3.0,2,1800,11,1.0,117,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3187,10826,50556590,2600,0.0,1,492,2,2.0,5,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3188,4542,34465991,3400,2.0,1,800,8,4.0,15,0,0,1,0,1,1,0,0,Williamsburg,North Brooklyn,Brooklyn
3190,1186,53972210,2215,0.0,1,550,7,8.0,6,0,1,1,1,1,1,0,1,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3202,617,36517471,5100,3.0,1,1350,4,5.0,90,0,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3203,6596,15094736,3300,3.0,1,975,7,3.0,116,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
3208,5407,74792364,2800,1.5,1,800,4,4.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3209,2990,87930690,5210,2.0,1,888,5,5.0,114,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3211,6148,76189837,2300,1.0,1,450,6,4.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3214,7102,50551427,2600,2.0,2,1100,3,7.0,91,0,0,0,0,0,0,0,0,Sheepshead Bay,South Brooklyn,Brooklyn
3220,821,75007195,4750,2.0,2,1327,4,9.0,86,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3222,2128,10574372,4303,2.0,1,797,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3223,7749,12570842,5300,2.0,1,1175,4,4.0,112,0,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3226,2344,61877262,2050,2.0,1,785,6,3.0,85,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3227,3694,68483403,4995,1.0,1,1293,5,6.0,100,0,1,0,0,0,1,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3242,9637,44656353,2350,1.0,1,800,3,4.0,0,1,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Prospect Park,Brooklyn
3243,4285,96767093,3450,1.0,1,800,6,6.0,88,0,0,1,1,1,1,0,1,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3244,5521,11893514,4250,2.0,2,985,6,2.0,11,0,1,1,1,1,0,0,1,Williamsburg,North Brooklyn,Brooklyn
3248,6153,23590340,2400,2.0,2,750,4,3.0,96,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3250,10366,82658811,2735,0.0,1,503,1,26.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3260,10636,80161961,2500,0.0,1,525,7,2.0,66,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3264,487,95895156,2750,2.0,1,875,4,2.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3267,3106,87527531,3200,2.0,1,1000,6,2.0,117,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3274,949,62009406,4075,2.0,1,1037,3,2.0,7,1,1,1,1,1,1,0,1,DUMBO,Northwest Brooklyn,Brooklyn
3280,446,5415622,2150,1.0,1,650,2,3.0,85,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3290,5015,48645350,6500,3.0,2,1398,5,21.0,6,1,1,0,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
3292,2202,14712360,3100,1.0,1,722,2,11.0,89,0,0,1,0,1,1,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
3305,8288,70136198,2995,2.0,1,850,2,2.0,11,1,0,0,0,0,1,0,0,Bushwick,East Brooklyn,Brooklyn
3306,8485,63537916,2350,2.0,1,750,2,3.0,86,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3312,10384,58623698,3450,0.0,1,875,3,3.0,7,1,1,0,1,1,0,0,1,Williamsburg,North Brooklyn,Brooklyn
3316,5223,83863916,4400,2.0,1,1200,3,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3320,4744,1284653,2250,2.0,2,1138,3,2.0,88,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
3328,9409,35214345,2800,2.0,0,775,3,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3330,11025,25024137,3299,0.0,1,710,3,4.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3333,3731,61582814,4800,2.0,2,1337,6,27.0,11,0,1,0,1,1,1,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3344,4549,15264370,2250,2.0,1,605,8,5.0,7,0,1,0,1,1,1,0,1,Crown Heights,East Brooklyn,Brooklyn
3345,5281,83863916,3300,2.0,1,753,3,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3346,8657,50790985,3400,2.0,1,800,5,1.0,117,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
3348,4868,32355084,2100,1.0,1,650,1,3.0,85,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
3349,9060,17241755,3349,2.5,1,1000,3,1.0,106,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3353,10578,54692852,3900,2.0,2,900,3,2.0,116,1,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
3355,488,3428368,2800,3.0,1,1200,8,4.0,62,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
3357,10772,92625779,3650,3.0,1,1500,3,2.0,110,0,0,0,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
3360,6144,10574372,2891,1.0,1,665,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3363,254,89148793,3500,2.0,2,900,5,4.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3367,9327,83863916,4200,2.0,2,1128,3,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3373,3322,82658811,2815,0.0,1,505,1,46.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3381,2881,10574372,3896,2.0,1,841,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3384,6263,15175244,2800,2.0,1,900,8,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3385,9553,69131476,2750,3.0,2,1500,7,3.0,11,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3386,4320,36298196,2900,1.0,1,662,1,22.0,9,0,0,1,1,0,1,1,1,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3389,5502,43372230,4100,2.5,2,1400,8,7.0,117,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
3390,8991,70136198,2995,2.0,1,850,2,2.0,11,1,0,0,1,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3391,3766,97243,1650,1.5,1,750,7,2.0,88,0,0,0,0,0,0,0,0,Red Hook,Northwest Brooklyn,Brooklyn
3394,5726,82658811,3495,1.0,1,675,1,41.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3397,541,38197313,3950,2.0,2,986,2,21.0,6,0,1,0,1,1,1,0,1,Fort Greene,Northwest Brooklyn,Brooklyn
3402,9556,48753921,4000,3.0,1,1000,2,3.0,86,1,0,0,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
3406,8844,58623698,4995,2.0,2,1029,3,3.0,7,1,0,1,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3411,3376,82658811,3175,1.0,1,618,1,34.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3418,5417,53569564,3414,0.0,1,492,5,3.0,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3423,5723,14842171,3500,2.0,1,850,2,1.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3426,7721,64837942,4250,2.0,1,1000,4,1.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3427,7367,46385427,2000,1.0,1,650,3,3.0,85,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3431,6045,69131476,2850,3.0,2,1500,7,3.0,11,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3436,6626,69179366,2800,1.0,1,850,6,3.0,5,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3442,7408,61582814,3000,1.0,1,709,6,17.0,11,0,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3443,4363,29735121,1800,1.0,1,650,5,2.0,96,0,0,0,0,0,0,0,0,Windsor Terrace,Prospect Park,Brooklyn
3445,7315,40027511,2800,1.0,1,637,3,3.0,6,1,0,0,1,1,0,0,1,DUMBO,Northwest Brooklyn,Brooklyn
3454,10565,23078664,2675,0.0,1,700,1,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3459,9259,57493665,3100,1.0,1,950,2,1.0,7,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
3462,9094,89473686,3000,2.0,1,800,6,5.0,111,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
3463,1770,36215714,2300,0.0,1,510,13,2.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
3464,3733,26659899,2995,1.0,1,557,1,4.0,10,0,1,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3467,9258,64747111,3758,2.0,1,875,8,4.0,4,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3472,10091,69385440,9000,2.0,4,3000,3,5.0,106,0,0,1,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
3479,7231,3698810,2600,1.0,1,710,5,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3481,9415,48645350,2850,0.0,1,602,5,8.0,6,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3489,4691,66696069,3100,1.0,1,750,2,3.0,52,0,0,1,0,0,1,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3498,7828,14842171,4350,3.0,1,1100,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3501,7479,10574372,5250,2.0,2,1135,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3503,7433,94563271,2580,0.0,1,473,5,4.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3507,6295,43175458,1675,1.0,1,753,5,2.0,58,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
3512,4113,97628456,2600,1.0,1,582,4,3.0,12,0,1,0,1,1,0,0,1,Park Slope,Prospect Park,Brooklyn
3517,3328,58623698,3450,1.0,1,683,3,3.0,7,1,0,1,0,0,1,0,0,Williamsburg,North Brooklyn,Brooklyn
3520,9460,70136198,2995,2.0,1,850,2,2.0,11,1,0,0,0,0,1,0,0,Bushwick,East Brooklyn,Brooklyn
3527,1250,70486077,4024,1.0,1,836,6,2.0,106,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3531,4395,64308873,4100,1.0,1,806,4,7.0,6,0,1,0,0,1,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3539,7189,17778365,2850,2.0,1,750,4,1.0,116,0,0,0,0,0,0,0,0,Gowanus,Northwest Brooklyn,Brooklyn
3542,2108,23741299,4400,2.0,1,878,6,3.0,8,1,0,0,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3545,4543,34465991,3400,2.0,1,800,8,2.0,15,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3549,3713,58985548,2850,2.0,1,900,6,1.0,85,0,0,0,0,1,0,0,0,Park Slope,Prospect Park,Brooklyn
3551,7976,21330430,5995,2.0,2,1153,1,44.0,3,0,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3552,10297,36761941,5262,2.0,2,1188,8,1.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3555,8960,57792653,3950,3.0,2,1209,4,10.0,8,0,0,1,0,0,1,0,1,Greenwood,South Brooklyn,Brooklyn
3560,5593,45050816,16000,3.0,3,2499,6,3.0,0,0,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3561,914,82249600,6600,2.0,2,1218,0,5.0,116,0,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3572,6867,69385440,2650,1.0,1,600,3,5.0,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3574,1891,96388415,5600,2.0,1,1494,6,3.0,106,1,1,0,1,1,1,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3576,7427,54112288,3450,1.0,1,739,2,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3577,11198,71073014,2699,3.0,1,900,5,1.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3579,10028,5770309,3500,1.0,1,966,3,1.0,114,0,0,1,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
3582,3288,56724744,4300,2.0,2,1088,7,11.0,5,1,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
3587,5183,29482043,2950,2.0,1,850,5,3.0,11,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
3599,6432,68784010,2400,2.0,1,800,4,3.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3609,7442,87752910,2118,1.0,1,550,9,4.0,111,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
3613,9453,14383833,2900,3.0,1,1162,2,23.0,52,0,0,0,1,1,1,1,1,Coney Island,South Brooklyn,Brooklyn
3617,6938,68415493,3600,2.0,1,1000,7,2.0,106,0,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3632,9551,58057132,3300,4.0,2,1000,8,2.0,85,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3633,1973,16257746,2499,3.0,1,1200,0,2.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3635,2238,75007195,3600,2.0,2,984,4,5.0,86,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3639,5858,3177156,2750,2.0,1,900,4,2.0,6,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3648,702,70683440,2500,1.0,1,500,2,1.0,49,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3650,8391,68798163,2300,1.0,1,700,4,5.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3654,3190,30668825,3337,1.0,1,677,6,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3660,1462,76720639,2800,1.0,1,750,11,3.0,58,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
3661,2692,5936578,3050,1.0,1,670,3,7.0,2,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3664,9397,82658811,2720,0.0,1,503,1,27.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3667,1722,93684714,3595,1.0,1,730,1,17.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3670,1292,22853118,2500,2.0,1,900,3,4.0,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3692,8054,77305700,2940,1.0,1,700,7,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3703,10007,78880422,2550,1.5,1,750,8,4.0,95,1,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3704,2602,78294978,3675,2.0,1,1000,3,1.0,111,1,0,1,0,1,1,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
3705,7789,29764332,3100,0.0,1,800,2,1.0,9,0,1,0,1,0,0,0,1,Williamsburg,North Brooklyn,Brooklyn
3708,2715,55763162,3450,1.0,1,700,9,2.0,87,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3721,8178,35214345,5000,3.0,2,1000,3,1.0,88,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3722,4412,53911839,3117,1.0,1,740,8,1.0,116,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3727,7938,93879990,2600,2.0,1,725,5,3.0,66,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3740,4568,59271497,2800,2.0,1,900,4,8.0,5,1,0,1,0,0,0,0,0,Ditmas Park,South Brooklyn,Brooklyn
3747,5636,22254989,3050,1.0,1,689,2,6.0,90,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3750,1648,5010522,2200,2.0,1,900,2,4.0,86,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3753,6133,14712360,11500,4.0,3,3243,2,41.0,89,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
3754,1255,58623698,2680,0.0,1,510,3,4.0,7,1,0,0,0,1,1,0,0,Williamsburg,North Brooklyn,Brooklyn
3757,8147,43484535,3350,3.0,1,1200,3,3.0,86,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3761,6605,10582450,4500,4.5,2,2000,8,1.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
3763,11115,66763796,3100,2.5,1,950,7,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3764,9867,85097960,3099,2.0,1,750,3,7.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3768,2780,85717393,4200,1.0,1,895,6,6.0,5,0,0,0,0,0,0,1,0,Williamsburg,North Brooklyn,Brooklyn
3774,11208,22938630,2474,2.0,1,1267,2,4.0,52,1,0,0,0,0,0,0,0,Coney Island,South Brooklyn,Brooklyn
3777,10420,86693265,8500,3.0,3,2500,4,1.0,7,0,1,0,1,1,0,0,1,Park Slope,Prospect Park,Brooklyn
3787,807,89892173,3650,1.0,1,662,3,7.0,16,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3791,5129,76146604,1590,0.0,1,350,3,1.0,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3793,6855,25017078,1675,1.0,1,788,6,4.0,59,1,1,0,1,1,0,0,1,Gravesend,South Brooklyn,Brooklyn
3794,10111,33745965,3595,1.0,1,932,7,2.0,11,0,0,0,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
3803,4169,53569564,6426,2.0,2,963,5,3.0,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3812,5638,94658633,2050,2.0,1,985,3,6.0,59,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
3813,8977,3384154,2150,0.0,1,687,1,3.0,11,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3815,7368,38964536,2745,2.0,1,800,3,2.0,116,1,0,0,0,0,1,0,0,Williamsburg,North Brooklyn,Brooklyn
3822,4954,86231687,3500,1.0,1,1135,4,1.0,86,0,0,1,1,1,1,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
3827,2331,7163201,5999,2.0,2,1110,5,17.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3829,9008,23886023,3300,1.0,1,781,2,4.0,10,1,0,0,1,1,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
3833,10584,9491303,2123,1.0,1,751,6,32.0,89,1,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
3843,11046,51102675,3500,2.0,1,900,9,2.0,131,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3845,10338,36215714,2250,0.0,1,500,13,1.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
3846,560,82658811,3680,1.0,1,618,1,33.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3848,1252,82658811,2445,0.0,1,470,1,50.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3858,9892,23886023,5699,3.0,2,1232,2,6.0,10,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
3864,1455,4062336,5860,2.0,2,1072,3,1.0,116,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
3884,10432,92011396,2450,0.0,1,441,2,2.0,5,0,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3889,6457,88158443,1400,1.0,1,650,2,3.0,82,0,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
3890,2649,88520811,3170,1.0,1,590,1,21.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
3900,3150,51840066,3350,2.5,1,850,8,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
3901,8315,93391414,4650,2.0,2,1056,6,7.0,6,1,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3903,3315,12097469,1850,1.0,1,790,4,2.0,85,0,0,0,0,0,0,0,0,Ditmas Park,South Brooklyn,Brooklyn
