,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
4107,1702,4500,1.0,1,1052,7,10.0,16,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4108,3810,8100,2.0,2,1565,5,26.0,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4109,9661,3276,0.0,1,557,4,8.0,47,1,0,1,1,0,1,0,0,Financial District,Manhattan
4110,8356,2650,0.5,1,600,4,4.0,52,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4112,6453,1995,1.0,1,475,8,5.0,91,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4113,8797,13250,2.0,2,1576,5,3.0,2,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4114,10805,3225,1.0,1,684,2,4.0,90,1,1,1,1,1,1,0,1,Financial District,Manhattan
4115,122,6900,1.0,1,1000,1,2.0,109,0,0,0,0,0,0,0,0,West Village,Manhattan
4116,1427,7500,2.0,2,1700,1,3.0,95,0,0,0,0,0,1,0,0,Tribeca,Manhattan
4118,4139,3650,1.0,1,800,5,12.0,30,0,0,1,1,1,0,0,1,Midtown East,Manhattan
4120,6451,13800,2.0,2,1410,43,22.0,8,0,0,0,0,1,1,0,0,Battery Park City,Manhattan
4121,10077,3200,0.0,1,515,0,9.0,87,0,0,0,1,1,0,0,0,Financial District,Manhattan
4122,9381,2630,0.0,1,529,7,10.0,29,1,0,0,0,0,1,0,0,Upper West Side,Manhattan
4123,6117,2245,0.0,1,600,7,11.0,9,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
4124,2091,2450,1.0,1,650,4,4.0,116,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4126,2817,3500,1.0,1,840,2,6.0,13,0,0,0,0,1,1,0,0,Financial District,Manhattan
4128,4017,4300,1.0,1,650,2,10.0,89,1,1,1,1,1,1,0,0,Midtown,Manhattan
4130,3431,2550,1.0,1,550,2,3.0,96,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4131,1158,3095,0.0,1,570,4,26.0,15,0,0,0,0,0,0,0,0,Midtown,Manhattan
4132,3077,3600,1.0,1,629,7,24.0,39,1,0,1,1,0,1,0,0,Midtown East,Manhattan
4133,4842,2700,1.0,1,550,4,1.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4134,545,7246,2.0,2,1080,1,8.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4136,8156,2400,0.0,1,500,8,3.0,29,0,0,0,1,0,1,1,0,Upper East Side,Manhattan
4137,11317,2250,0.0,1,400,4,3.0,96,1,0,0,1,1,1,0,1,Upper East Side,Manhattan
4138,10811,2800,2.0,1,600,5,3.0,116,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
4140,5398,2390,0.0,1,505,1,6.0,75,0,0,1,0,0,0,0,0,Upper West Side,Manhattan
4141,10226,3300,0.0,1,615,2,21.0,38,0,0,0,1,1,0,0,0,Midtown West,Manhattan
4142,7091,7950,2.0,2,1487,9,35.0,15,1,0,1,0,1,1,0,0,Midtown East,Manhattan
4143,7216,2700,0.0,1,575,6,2.0,53,0,0,1,1,1,1,0,1,Midtown East,Manhattan
4144,3993,7556,3.0,3,1967,16,3.0,65,1,0,1,1,1,0,0,1,Upper East Side,Manhattan
4146,7534,7995,2.0,2,868,3,6.0,115,0,0,0,0,0,0,0,0,Soho,Manhattan
4147,7626,4175,1.0,1,707,2,4.0,13,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
4148,3927,7250,2.0,2,1127,2,25.0,10,0,0,0,0,1,0,0,0,Chelsea,Manhattan
4150,8672,2375,1.0,1,600,9,1.0,59,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4153,9845,5500,2.0,2,1078,2,14.0,25,1,0,0,1,1,1,0,1,Upper East Side,Manhattan
4155,563,7550,2.0,2,1510,5,6.0,2,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4156,7393,2850,0.0,1,579,1,22.0,104,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4158,3582,4300,2.0,1,896,1,2.0,75,0,0,0,1,1,0,0,1,Upper West Side,Manhattan
4159,1713,5275,1.0,1,688,3,15.0,11,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4161,2315,1900,0.0,1,300,3,4.0,116,0,0,1,1,1,1,0,0,Upper West Side,Manhattan
4162,4898,3795,1.0,1,862,4,9.0,108,1,0,0,0,0,0,0,0,Financial District,Manhattan
4164,4908,4795,3.0,2,1000,1,7.0,12,0,0,1,0,1,1,0,0,Financial District,Manhattan
4166,8556,5000,1.0,1,836,2,5.0,10,1,0,0,0,0,0,1,0,Chelsea,Manhattan
4169,9664,5758,2.0,2,1079,4,11.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
4170,735,6300,1.0,2,1000,4,36.0,33,0,0,0,1,0,0,0,0,Midtown,Manhattan
4171,7509,2495,0.0,1,500,2,1.0,56,0,0,0,1,1,0,0,0,Greenwich Village,Manhattan
4172,4348,3795,1.0,1,688,0,15.0,87,0,0,0,0,0,0,0,0,Financial District,Manhattan
4173,10419,4995,2.0,2,1779,4,1.0,96,0,0,0,1,1,0,1,0,Financial District,Manhattan
4174,1522,6115,2.0,2,1033,8,20.0,16,1,1,0,1,1,0,0,0,Midtown East,Manhattan
4175,3801,2365,0.0,1,400,2,3.0,91,0,0,0,0,0,0,0,0,East Village,Manhattan
4178,9022,5020,2.0,2,962,10,7.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4179,7203,5651,2.0,2,1022,4,18.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
4180,435,7700,3.0,3,1400,4,10.0,27,0,1,1,1,1,1,0,0,Upper East Side,Manhattan
4181,2199,3575,1.0,1,591,6,8.0,113,1,0,1,0,1,1,0,0,Upper West Side,Manhattan
4183,1616,4600,2.0,1,1100,9,6.0,81,1,0,1,1,1,0,0,1,Upper East Side,Manhattan
4186,1249,3700,1.0,1,892,16,8.0,65,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
4187,5249,7450,2.0,1,1000,3,3.0,61,0,0,0,0,0,0,0,0,Nolita,Manhattan
4188,5111,4625,1.0,1,750,6,18.0,11,1,0,1,1,0,1,0,1,Battery Park City,Manhattan
4189,879,4725,1.0,1,715,2,5.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4190,10554,3162,1.0,1,812,5,5.0,52,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4192,1961,3000,1.0,1,894,7,11.0,9,0,0,0,0,0,0,1,0,Central Harlem,Manhattan
4193,3933,4720,1.0,1,691,4,4.0,2,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4195,3892,4700,1.0,1,651,4,32.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4196,2670,11000,4.0,3,2127,4,14.0,10,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4198,9796,2500,0.0,1,550,5,11.0,52,1,0,0,0,1,0,0,0,Upper East Side,Manhattan
4199,10456,3495,1.0,1,750,3,6.0,51,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4200,9561,3990,1.0,1,700,2,15.0,9,1,0,0,0,0,0,0,0,Financial District,Manhattan
4201,6038,4200,1.0,1,650,1,20.0,31,0,0,0,1,0,0,0,0,Flatiron,Manhattan
4203,11184,2000,1.0,1,850,2,5.0,106,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4205,10512,3600,0.0,1,650,10,8.0,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4208,3455,7000,2.0,2,1329,8,26.0,9,0,0,1,0,1,1,1,0,Upper West Side,Manhattan
4209,387,6000,1.0,1,1100,6,25.0,48,0,1,0,1,1,0,0,1,Midtown East,Manhattan
4211,11203,2850,1.0,1,600,0,12.0,48,0,1,0,1,1,0,0,1,Midtown,Manhattan
4212,2123,7800,2.0,2,1800,2,11.0,75,0,0,0,1,1,0,0,0,Central Park South,Manhattan
4213,8758,10000,3.0,2,1935,1,9.0,29,1,0,0,0,0,0,0,0,Tribeca,Manhattan
4214,2737,4300,1.0,1,832,10,21.0,53,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4215,2451,15750,4.0,3,2500,3,2.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4217,3870,12500,3.0,3,1866,7,43.0,6,0,1,0,1,1,1,0,0,Midtown South,Manhattan
4218,10799,5000,1.0,1,631,2,32.0,11,0,0,0,1,1,1,0,0,Midtown,Manhattan
4219,10197,2100,0.0,1,400,6,3.0,101,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4220,9716,2900,1.0,1,724,10,21.0,7,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4222,2622,2895,0.0,1,355,9,4.0,0,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4223,4882,3450,1.0,1,828,5,20.0,86,0,0,0,1,1,0,0,1,Upper West Side,Manhattan
4224,7310,9400,3.0,3,2010,4,22.0,31,0,0,0,1,1,0,0,1,Midtown East,Manhattan
4225,6091,1950,1.0,1,600,14,2.0,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4227,3188,2050,1.0,1,400,6,2.0,101,0,0,0,0,0,0,0,0,Chinatown,Manhattan
4229,1390,3500,2.0,2,756,17,3.0,15,0,0,0,0,0,0,0,0,East Village,Manhattan
4230,1950,3100,0.0,1,600,1,22.0,88,0,1,0,0,0,0,0,0,Financial District,Manhattan
4231,6966,7995,2.0,2,1200,2,3.0,124,0,0,0,0,0,0,0,0,West Village,Manhattan
4232,6852,3800,1.0,1,750,5,5.0,87,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4233,11148,4269,2.0,1,1013,2,9.0,48,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4236,9569,3100,2.0,1,1000,4,5.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4238,11261,2850,0.0,1,600,2,5.0,56,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4239,3179,4895,2.0,2,1000,1,5.0,24,1,0,0,1,0,0,0,0,Upper East Side,Manhattan
4241,2456,3600,1.0,1,800,4,9.0,85,1,0,1,1,1,0,0,1,Financial District,Manhattan
4242,228,3100,0.0,1,597,3,5.0,10,1,0,1,1,1,0,0,1,Upper West Side,Manhattan
4243,3795,3300,1.0,1,800,3,3.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4244,2664,2900,0.0,1,550,2,7.0,84,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4246,6157,3575,1.0,1,685,9,4.0,15,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4249,7279,3300,1.0,1,753,6,28.0,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4250,4286,2600,0.0,1,620,10,6.0,18,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4251,4095,6995,3.0,2,1265,1,19.0,4,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
4254,4747,5400,1.0,1,910,3,9.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
4255,10252,8500,3.0,3,1650,6,10.0,36,1,0,0,1,1,1,0,1,Upper East Side,Manhattan
4256,10759,2725,0.0,1,600,3,12.0,51,0,0,1,1,1,0,0,1,Midtown,Manhattan
4257,440,5000,1.0,1,860,1,5.0,51,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4258,275,9900,2.0,2,1557,5,17.0,12,0,0,1,0,0,1,0,0,Upper West Side,Manhattan
4259,10391,1950,0.0,1,500,8,3.0,132,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4260,707,3200,1.0,1,615,2,14.0,9,0,1,0,1,1,0,0,1,Midtown West,Manhattan
4262,1226,7100,1.0,1,1250,2,4.0,1,1,0,0,0,0,0,0,0,Tribeca,Manhattan
4263,5819,3450,1.0,1,747,2,8.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
4264,4728,7000,1.0,1,936,2,11.0,1,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4265,7167,4300,1.0,1,760,4,18.0,9,0,0,1,1,1,1,0,1,Midtown East,Manhattan
4266,6190,3995,1.5,1,900,12,24.0,36,1,0,0,0,1,1,0,0,Upper East Side,Manhattan
4267,10361,6189,2.0,2,963,4,12.0,19,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4268,2063,2750,2.0,1,800,4,1.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4269,7884,3295,0.0,1,540,3,43.0,13,1,0,0,1,1,0,0,1,Midtown,Manhattan
4271,10726,3665,2.0,2,850,6,3.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4272,842,5600,1.0,1,900,1,25.0,11,0,0,1,0,0,1,0,0,Midtown,Manhattan
4273,1580,11500,3.0,2,2218,1,2.0,15,0,0,0,1,0,0,0,1,Chelsea,Manhattan
4275,7607,3700,0.0,1,434,3,26.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4276,2384,11500,3.0,3,1600,7,7.0,14,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
4277,1116,4000,1.0,1,670,1,9.0,28,0,1,1,1,1,0,0,1,Gramercy Park,Manhattan
4280,9570,3100,2.0,1,1000,4,5.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4282,495,4500,1.0,1,850,10,22.0,30,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4283,6454,3200,1.0,1,735,7,7.0,43,1,0,0,1,1,1,0,0,Upper West Side,Manhattan
4285,8429,10000,2.0,2,1251,0,24.0,2,0,0,0,0,0,0,0,0,Flatiron,Manhattan
4287,11282,6850,2.0,2,1200,2,4.0,116,0,1,1,1,0,1,1,0,Nolita,Manhattan
4288,2899,2650,0.0,1,521,3,7.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4289,3184,3850,1.0,1,650,2,5.0,106,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4290,243,12500,3.0,3,2124,6,6.0,102,0,0,0,1,1,1,0,1,Chelsea,Manhattan
4291,4583,2650,0.0,1,403,2,4.0,28,0,0,0,1,0,0,0,1,Midtown West,Manhattan
4292,2654,3300,1.0,1,641,6,11.0,37,0,1,0,1,1,0,0,0,Midtown East,Manhattan
4293,1104,2950,0.0,1,526,4,36.0,12,0,0,0,0,0,0,0,0,Midtown South,Manhattan
4296,3485,3480,2.0,2,1227,8,5.0,9,0,0,1,0,0,1,0,0,East Harlem,Manhattan
4297,1663,4167,1.0,2,726,5,12.0,52,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4298,8001,4550,2.0,2,1300,3,11.0,86,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
4299,6722,15000,3.0,3,2245,6,19.0,16,1,1,0,1,1,0,0,1,Midtown East,Manhattan
4301,4969,3050,0.0,1,590,3,27.0,29,1,0,0,0,0,0,0,0,Financial District,Manhattan
4302,7259,3600,1.0,1,650,3,17.0,31,0,0,0,1,0,0,0,0,Midtown East,Manhattan
4303,8593,4300,0.0,1,611,2,11.0,1,1,0,0,0,0,0,0,0,Tribeca,Manhattan
4304,746,2763,0.0,1,487,4,14.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
4305,5431,5250,2.0,2,1198,4,9.0,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4306,11292,4500,1.0,1,786,6,12.0,28,0,0,0,1,1,0,0,1,Upper West Side,Manhattan
4308,4370,7999,2.0,2,1911,2,5.0,86,0,1,1,1,1,1,0,1,Tribeca,Manhattan
4309,8665,4442,1.0,1,558,3,9.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4310,607,8000,1.0,2,1238,2,23.0,43,0,0,0,0,0,0,0,0,Midtown,Manhattan
4311,6691,4700,2.0,2,1002,6,27.0,28,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4313,9000,7250,1.0,1,758,3,4.0,3,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4314,10268,9500,3.0,3,1698,43,19.0,10,1,1,1,0,1,0,0,0,Battery Park City,Manhattan
4315,8975,1925,0.0,1,425,3,2.0,90,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4316,8635,9167,2.0,2,1488,1,6.0,90,0,0,1,0,0,1,0,0,Chelsea,Manhattan
4317,8765,2500,0.0,1,500,3,2.0,116,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
4318,9936,3195,1.0,1,615,2,4.0,9,1,0,1,0,0,0,0,1,Midtown West,Manhattan
4319,10652,3350,0.0,1,562,2,4.0,0,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4320,6638,3995,1.0,1,924,7,2.0,52,1,0,1,0,1,0,0,1,Midtown East,Manhattan
4321,7560,3999,1.0,1,500,3,2.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan
4323,3871,3950,1.0,1,805,7,8.0,12,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4324,7676,5695,2.0,2,1000,4,2.0,7,1,0,1,0,1,1,0,1,Tribeca,Manhattan
4325,6418,3820,1.0,1,665,8,25.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4326,5728,3753,0.0,1,523,1,10.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4328,9320,2795,2.0,1,750,11,4.0,91,0,0,1,0,0,0,0,0,Upper East Side,Manhattan
4329,3987,3600,1.0,1,764,7,7.0,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4332,5319,2695,1.0,1,575,9,5.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
4333,6241,7425,1.0,2,1038,3,12.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
4334,5461,4250,1.0,1,850,3,3.0,96,0,0,0,0,0,0,0,0,West Village,Manhattan
4335,412,9900,3.0,3,1685,3,43.0,15,1,1,0,1,1,0,0,1,Midtown East,Manhattan
4336,8601,4400,1.5,1,1000,6,8.0,58,0,0,0,0,1,1,0,0,Midtown East,Manhattan
4337,1717,2650,1.0,1,780,5,12.0,7,1,0,0,0,0,0,0,0,East Harlem,Manhattan
4338,1054,6295,2.0,2,1300,4,41.0,15,1,1,0,1,1,1,0,1,Midtown,Manhattan
4340,11285,14995,2.0,2,2041,2,2.0,116,0,0,0,0,1,0,0,0,Greenwich Village,Manhattan
4341,7578,12000,4.0,3,2468,10,9.0,116,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
4342,9239,2800,1.0,1,600,10,6.0,30,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4343,1340,5300,2.0,2,1001,3,4.0,18,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
4345,3326,2965,0.0,1,412,6,8.0,113,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4346,1592,6500,1.0,1,646,3,9.0,27,0,0,1,1,1,1,0,0,Chelsea,Manhattan
4349,3334,3000,0.0,1,700,6,3.0,57,1,0,1,0,0,0,1,0,Midtown East,Manhattan
4351,1077,4250,1.0,1,890,1,5.0,180,0,0,0,0,0,0,0,0,Financial District,Manhattan
4352,3562,4600,1.0,1,850,3,7.0,87,0,0,0,0,0,0,0,0,East Village,Manhattan
4353,2353,3300,2.0,1,950,9,3.0,106,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
4354,9023,3375,2.0,1,800,6,4.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4355,10462,3499,1.0,1,650,1,7.0,51,1,0,0,0,1,1,0,0,Midtown West,Manhattan
4356,7742,9750,2.0,2,1518,4,14.0,10,0,0,0,0,0,0,0,0,Flatiron,Manhattan
4358,10123,2625,0.0,1,520,1,7.0,104,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4359,9300,5400,1.0,1,811,6,19.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
4360,2090,6900,2.0,2,1175,6,7.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
4361,7921,2700,1.0,1,575,2,1.0,59,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
4363,10145,4745,1.0,1,719,2,20.0,16,1,1,1,1,1,0,0,1,Flatiron,Manhattan
4365,7653,2595,1.0,1,650,7,15.0,106,0,0,0,0,0,0,0,0,East Village,Manhattan
4367,5176,4750,2.0,2,825,1,3.0,31,0,0,0,0,0,0,0,0,Flatiron,Manhattan
4369,7904,3775,1.0,1,800,3,6.0,91,1,0,0,0,0,0,0,0,Midtown,Manhattan
4370,2340,5000,1.0,1,895,9,18.0,15,0,0,0,0,1,0,0,0,Midtown East,Manhattan
4371,8841,3808,0.0,1,446,2,35.0,13,1,1,0,1,1,0,0,1,Flatiron,Manhattan
4372,9376,5200,3.0,2,1012,12,6.0,32,0,1,0,1,1,0,0,1,Midtown East,Manhattan
4373,9290,6100,1.0,1,991,3,39.0,11,0,0,0,0,1,1,0,0,Flatiron,Manhattan
4374,9202,3500,1.0,1,800,3,36.0,29,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
4375,492,7750,2.0,2,1400,4,9.0,47,0,0,0,0,0,0,0,1,Upper West Side,Manhattan
4376,11185,3850,1.0,1,745,5,12.0,10,1,0,1,0,0,0,0,0,Upper West Side,Manhattan
4377,1106,6650,3.0,2,1040,4,8.0,37,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4379,3123,3300,1.0,1,850,11,4.0,77,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4380,2153,5600,1.0,1,982,7,33.0,6,1,0,1,0,0,1,0,0,Midtown South,Manhattan
4381,7997,3300,1.0,1,750,3,4.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4383,9696,2800,0.0,1,516,0,13.0,87,0,1,0,0,0,1,0,0,Financial District,Manhattan
4384,149,6000,2.0,2,1265,8,20.0,9,0,0,0,1,1,0,1,0,Upper West Side,Manhattan
4385,10014,2700,1.0,1,605,11,2.0,50,0,1,1,1,1,1,0,1,Midtown East,Manhattan
4386,6550,6250,1.0,1,917,3,3.0,116,0,1,1,1,1,0,0,1,Flatiron,Manhattan
4389,8150,2895,1.0,1,600,3,3.0,105,0,0,0,1,1,1,0,1,Upper West Side,Manhattan
4391,818,4500,2.0,2,1000,6,3.0,28,0,0,0,0,1,0,0,0,Midtown East,Manhattan
4393,1775,13000,2.0,2,1549,3,15.0,89,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
4394,9943,5500,2.0,2,1100,10,4.0,10,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4395,450,3750,1.0,1,950,3,7.0,57,0,0,0,1,1,0,0,0,Midtown East,Manhattan
4396,4608,15000,4.0,3,2300,5,3.0,116,1,0,0,0,0,1,0,0,Soho,Manhattan
4398,4751,4150,1.0,1,800,1,10.0,24,1,1,0,0,1,1,0,0,Upper East Side,Manhattan
4400,10751,2750,0.0,1,417,6,3.0,106,0,1,1,1,1,1,0,1,Greenwich Village,Manhattan
4403,7675,3140,1.0,1,612,8,23.0,18,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4404,10713,4500,2.0,1,800,2,3.0,76,0,1,0,1,1,1,0,0,Chelsea,Manhattan
4406,4930,4700,1.0,1,1000,4,7.0,93,0,0,1,1,1,0,0,1,Midtown East,Manhattan
4407,5805,2775,0.0,1,499,1,12.0,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
4408,5373,3100,0.0,1,549,2,6.0,84,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4409,6667,5740,2.0,2,1115,4,3.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4410,7679,4295,1.0,1,670,3,10.0,13,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4411,9989,3360,1.0,1,624,5,20.0,17,1,1,1,0,1,1,1,0,Upper West Side,Manhattan
4412,2759,4200,1.0,1,772,3,8.0,94,0,0,1,1,1,1,0,1,Midtown South,Manhattan
4413,8577,2595,0.5,1,430,4,4.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
4414,1247,2400,1.0,1,575,3,3.0,96,0,0,1,0,0,0,0,0,Midtown West,Manhattan
4415,9953,4300,1.0,1,875,8,36.0,29,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
4416,6415,6040,1.0,1,747,3,42.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4423,3954,9900,2.0,2,1164,8,23.0,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4425,9488,2800,1.0,1,650,11,3.0,43,0,1,0,0,0,1,0,1,Upper East Side,Manhattan
4426,7564,6995,1.0,1,550,3,6.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan
4428,9247,4450,3.0,1,905,4,4.0,115,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4429,8569,6700,3.0,2,1040,4,24.0,37,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4430,6927,11500,3.0,3,2744,0,2.0,94,0,0,0,0,1,0,0,0,Midtown,Manhattan
4431,10681,18000,3.0,2,2352,2,4.0,86,0,0,1,0,0,0,0,0,Soho,Manhattan
4432,11283,7900,2.0,2,1437,1,17.0,19,0,0,0,1,1,1,0,0,Upper West Side,Manhattan
4433,7888,3500,1.0,1,900,4,4.0,116,0,0,0,1,0,0,0,0,Lower East Side,Manhattan
4434,1229,2395,0.0,1,400,8,21.0,86,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4435,8724,3970,1.0,1,577,1,10.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4437,1977,3133,1.0,1,676,2,7.0,48,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4438,127,2600,0.0,1,650,2,2.0,31,0,0,1,1,1,1,0,0,Upper East Side,Manhattan
4439,5309,2975,1.0,1,700,3,9.0,88,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4441,2026,12000,1.0,2,2700,3,33.0,30,1,1,1,0,0,1,0,0,Midtown South,Manhattan
4442,8619,6018,2.0,2,1260,7,18.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4443,11065,2650,0.0,1,408,3,4.0,57,0,0,0,1,0,0,0,0,Midtown East,Manhattan
4444,5065,2680,1.0,1,600,8,4.0,39,1,0,0,0,1,0,0,0,Upper East Side,Manhattan
4445,8820,2995,1.0,1,600,2,4.0,51,0,0,0,0,0,0,0,0,East Village,Manhattan
4446,5455,8000,2.0,3,1500,4,6.0,10,0,0,0,0,0,1,0,0,Flatiron,Manhattan
4448,2513,3200,2.0,1,950,3,5.0,77,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4454,3564,1425,0.0,1,350,4,2.0,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
4455,1925,16000,3.0,3,2184,11,8.0,8,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
4457,9085,3800,1.0,1,620,2,23.0,30,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
4458,10048,6000,2.0,2,951,5,16.0,10,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4459,7251,4900,3.0,1,792,6,1.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
4460,10389,3200,1.0,1,712,2,4.0,9,1,0,0,0,1,1,0,0,Midtown West,Manhattan
4461,2757,3525,2.0,2,777,6,5.0,106,0,1,1,1,1,1,0,1,Upper West Side,Manhattan
4462,3246,3650,0.0,1,489,3,9.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4463,3675,13000,3.0,3,1698,43,4.0,10,0,0,1,0,0,0,0,0,Battery Park City,Manhattan
4464,11013,3770,0.0,1,478,3,42.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4465,6885,2695,0.0,1,440,3,25.0,37,0,1,1,1,1,1,0,1,Midtown,Manhattan
